user_id,sales_name,seat_id,outbound_time,connect_time_sec,call_duration_sec,ring_duration_sec,call_status,recording_url,user_id_clean,call_date,source,source_code,register_time,dispatch_time,sales_name_lead,sales_group,pay_intention,last_free_status,remark,call_status_lead,is_first_dispatch,trial_count,latest_trial_time,latest_trial_status,order_count,total_gmv,latest_order_time,has_trial,has_order,lead_quality,fraud_risk,followup_issue,course_feedback,next_action,risk_summary
62677046,EGCC-nadahassan,2314(Maqsam),2026-05-05 21:45:25,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaHassan.302238797.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000509&Signature=aGrBvp73Ab9cINxgDKVQvhLyyF8%3D,62677046,2026-05-05,MKT,2,2026-03-11 05:21:51,2026-03-11 12:55:29,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,非首次分配,2.0,2026-03-12 22:30 ~ 23:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63089389,EGCC-eman.amr,2289(Maqsam),2026-05-05 01:22:08,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-Eman.Amr.301995631.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000526&Signature=5z%2FJLY7v9fmGip6GHkVRiFk9NnQ%3D,63089389,2026-05-05,MKT,1,2026-05-04 03:38:36,2026-05-04 03:39:37,EGCC-eman.amr,前端销售部001组,,学生缺席,-,接通>=20S,首次分配,2.0,2026-05-04 20:00 ~ 20:30,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63095939,EGCC-nadahassan,2314(Maqsam),2026-05-05 01:17:44,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaHassan.301994691.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000527&Signature=%2FOBslyxqTrZuYbTyCwQ81Fh6UTw%3D,63095939,2026-05-05,MKT,1,2026-05-04 20:07:54,2026-05-04 20:08:55,EGCC-nadahassan,前端销售部001组,,未开始或未结束,-,接通>=20S,首次分配,1.0,2026-05-05 15:00 ~ 15:30,s_absent,,,,yes,no,weak_need,normal,no_issue,low_interest,rebook_trial,weak_need | normal | no_issue | low_interest
63089389,EGCC-eman.amr,2289(Maqsam),2026-05-05 01:11:16,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-Eman.Amr.301993220.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000528&Signature=Ayl%2F58lk4o8bXZEO2C9Qha5rIVE%3D,63089389,2026-05-05,MKT,1,2026-05-04 03:38:36,2026-05-04 03:39:37,EGCC-eman.amr,前端销售部001组,,学生缺席,-,接通>=20S,首次分配,2.0,2026-05-04 20:00 ~ 20:30,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63081772,EGCC-eman.amr,2289(Maqsam),2026-05-05 00:31:46,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-Eman.Amr.301983363.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000528&Signature=fsZ6QWfJg%2BJb1EOnezVRhF1xjQs%3D,63081772,2026-05-05,MKT,1,2026-05-03 00:17:33,2026-05-03 00:18:34,EGCC-eman.amr,前端销售部001组,,已结束,-,接通>=20S,首次分配,2.0,2026-05-04 19:00 ~ 19:30,s_absent,1.0,600.0,2026-05-05 15:20:54,yes,yes,weak_need,normal,no_issue,low_interest,renewal_followup,weak_need | normal | no_issue | low_interest
63081772,EGCC-eman.amr,2289(Maqsam),2026-05-05 00:31:02,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-Eman.Amr.301983170.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000528&Signature=T7mxx0qNkehQBr5V2Lnv19RDwSU%3D,63081772,2026-05-05,MKT,1,2026-05-03 00:17:33,2026-05-03 00:18:34,EGCC-eman.amr,前端销售部001组,,已结束,-,接通>=20S,首次分配,2.0,2026-05-04 19:00 ~ 19:30,s_absent,1.0,600.0,2026-05-05 15:20:54,yes,yes,weak_need,normal,no_issue,low_interest,renewal_followup,weak_need | normal | no_issue | low_interest
62701935,EGCC-nadahassan,2314(Maqsam),2026-05-05 00:14:50,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaHassan.301979184.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000529&Signature=epL%2FycRZvR9qSeDdkyXWU3NbgmA%3D,62701935,2026-05-05,MKT,1,2026-03-14 13:07:01,2026-03-14 13:08:01,EGCC-nadahassan,前端销售部001组,,已结束,-,接通>=20S,首次分配,2.0,2026-03-16 22:00 ~ 22:30,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
62713262,EGCC-nadahassan,2314(Maqsam),2026-05-05 00:09:28,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-05/maqsam-NadaHassan.301977815.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000529&Signature=hA0OdoO3ERiWeavCnlYydE%2BFIOk%3D,62713262,2026-05-05,MKT,2,2026-03-16 01:23:16,2026-03-16 13:23:21,EGCC-nadahassan,前端销售部001组,,已取消,-,接通>=20S,非首次分配,1.0,2026-03-17 13:30 ~ 14:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63081772,EGCC-eman.amr,2289(Maqsam),2026-05-04 23:58:55,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-Eman.Amr.301975069.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000530&Signature=mlGAYgGed2t%2FHJMKQJulFTMb6lE%3D,63081772,2026-05-04,MKT,1,2026-05-03 00:17:33,2026-05-03 00:18:34,EGCC-eman.amr,前端销售部001组,,已结束,-,接通>=20S,首次分配,2.0,2026-05-04 19:00 ~ 19:30,s_absent,1.0,600.0,2026-05-05 15:20:54,yes,yes,weak_need,normal,no_issue,low_interest,renewal_followup,weak_need | normal | no_issue | low_interest
63090259,EGCC-nadahassan,2314(Maqsam),2026-05-04 23:50:12,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-NadaHassan.301972957.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000531&Signature=eGTn1avV7k9ry02HGfSXPi6bUcc%3D,63090259,2026-05-04,MKT,2,2026-05-04 07:21:18,2026-05-04 18:43:47,EGCC-nadahassan,前端销售部001组,,未开始或未结束,-,未拨打,非首次分配,1.0,2026-05-05 20:30 ~ 21:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
63081772,EGCC-eman.amr,2289(Maqsam),2026-05-04 23:47:23,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-Eman.Amr.301972265.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000533&Signature=iN7lGGFUTR%2FK6L%2BcgJo1fTH8L%2Bs%3D,63081772,2026-05-04,MKT,1,2026-05-03 00:17:33,2026-05-03 00:18:34,EGCC-eman.amr,前端销售部001组,,已结束,-,接通>=20S,首次分配,2.0,2026-05-04 19:00 ~ 19:30,s_absent,1.0,600.0,2026-05-05 15:20:54,yes,yes,weak_need,normal,no_issue,low_interest,renewal_followup,weak_need | normal | no_issue | low_interest
63081772,EGCC-eman.amr,2289(Maqsam),2026-05-04 23:45:59,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-Eman.Amr.301971872.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000533&Signature=K%2BylFqolmLqORDf4rSeWcRREMiM%3D,63081772,2026-05-04,MKT,1,2026-05-03 00:17:33,2026-05-03 00:18:34,EGCC-eman.amr,前端销售部001组,,已结束,-,接通>=20S,首次分配,2.0,2026-05-04 19:00 ~ 19:30,s_absent,1.0,600.0,2026-05-05 15:20:54,yes,yes,weak_need,normal,no_issue,low_interest,renewal_followup,weak_need | normal | no_issue | low_interest
63051138,EGCC-eman.amr,2289(Maqsam),2026-05-04 23:40:29,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-Eman.Amr.301970326.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000534&Signature=dyYAHLX8Z6KbAKz%2F91mZMgJYc18%3D,63051138,2026-05-04,MKT,1,2026-04-28 23:52:25,2026-04-28 23:53:26,EGCC-eman.amr,前端销售部001组,,已结束,-,未拨打,首次分配,1.0,2026-04-30 19:00 ~ 19:30,end,,,,yes,no,good_need,normal,not_followed_after_trial,price_issue,close_payment,good_need | normal | not_followed_after_trial | price_issue
62729404,EGCC-nadahassan,2314(Maqsam),2026-05-04 23:36:34,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-NadaHassan.301969207.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000534&Signature=Atgjl9Ae%2BEH3Xatk0nqE0c1vCLA%3D,62729404,2026-05-04,MKT,1,2026-03-18 00:18:00,2026-03-18 00:19:00,EGCC-nadahassan,前端销售部001组,,已取消,-,未拨打,首次分配,2.0,2026-03-24 20:30 ~ 21:00,cancel,,,,yes,no,weak_need,normal,no_issue,schedule_issue,rebook_trial,weak_need | normal | no_issue | schedule_issue
62775647,EGCC-nadahassan,2314(Maqsam),2026-05-04 23:34:27,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-NadaHassan.301968629.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000535&Signature=R7sNb3l1X1tqKXUgMeI91wx%2Fz8o%3D,62775647,2026-05-04,MKT,1,2026-03-25 06:14:54,2026-03-25 06:15:56,EGCC-nadahassan,前端销售部001组,,学生缺席,-,未拨打,首次分配,1.0,2026-03-25 13:00 ~ 13:30,s_absent,,,,yes,no,weak_need,normal,no_issue,low_interest,rebook_trial,weak_need | normal | no_issue | low_interest
62775647,EGCC-nadahassan,2314(Maqsam),2026-05-04 23:33:10,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-NadaHassan.301968240.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000535&Signature=Ey5TsinnKHF%2Ba6YPsp%2FSNlV8g98%3D,62775647,2026-05-04,MKT,1,2026-03-25 06:14:54,2026-03-25 06:15:56,EGCC-nadahassan,前端销售部001组,,学生缺席,-,未拨打,首次分配,1.0,2026-03-25 13:00 ~ 13:30,s_absent,,,,yes,no,weak_need,normal,no_issue,low_interest,rebook_trial,weak_need | normal | no_issue | low_interest
0,EGCC-nadahassan,2314(Maqsam),2026-05-04 23:32:26,,,,双方接通,http://pd-fscall-record.oss-cn-hongkong.aliyuncs.com/2026-05-04/maqsam-NadaHassan.301968032.mp3?OSSAccessKeyId=LTAI5t8sBUhKT5YzXBHvmGGq&Expires=1778000536&Signature=%2B8iYLir8DYnyq2R%2FsFI8B0iidQk%3D,0,2026-05-04,,,,,,,,,,,,,,,,,,no,no,no_trial_or_not_aware,normal,no_issue,unknown,manual_review,no_trial_or_not_aware | normal | no_issue | unknown
